DateTime,JPY_to_EUR
2024-11-12 14:27:50.735354,0.007473733501264278
2024-11-12 14:57:50.735354,0.007342967307777718
2024-11-12 15:27:50.735354,0.007384913133052627
2024-11-12 15:57:50.735354,0.007372864782728105
2024-11-12 16:27:50.735354,0.007447199451143621
2024-11-12 16:57:50.735354,0.0074397452661977715
2024-11-12 17:27:50.735354,0.007428641567965449
2024-11-12 17:57:50.735354,0.007335032079981294
2024-11-12 18:27:50.735354,0.007446512800397821
2024-11-12 18:57:50.735354,0.007545256247556843
2024-11-12 19:27:50.735354,0.007499429143074943
2024-11-12 19:57:50.735354,0.0075357506457743645
2024-11-12 20:27:50.735354,0.007528080514072711
2024-11-12 20:57:50.735354,0.007306405989289926
2024-11-12 21:27:50.735354,0.007589691430957614
2024-11-12 21:57:50.735354,0.007549839244424651
2024-11-12 22:27:50.735354,0.007563987206841013
2024-11-12 22:57:50.735354,0.0075231602661632434
2024-11-12 23:27:50.735354,0.0075156284786496025
2024-11-12 23:57:50.735354,0.0074432685430790135
2024-11-13 00:27:50.735354,0.007665487322378362
2024-11-13 00:57:50.735354,0.007308389982248564
2024-11-13 01:27:50.735354,0.007460412299224256
2024-11-13 01:57:50.735354,0.007471324717717247
2024-11-13 02:27:50.735354,0.007555567920922569
2024-11-13 02:57:50.735354,0.007384972871739234
2024-11-13 03:27:50.735354,0.007517112472105155
2024-11-13 03:57:50.735354,0.007438427465792373
2024-11-13 04:27:50.735354,0.0075550456663323285
2024-11-13 04:57:50.735354,0.007385456797787784
2024-11-13 05:27:50.735354,0.007583092692822841
2024-11-13 05:57:50.735354,0.007534172883205744
2024-11-13 06:27:50.735354,0.0076024934324984425
2024-11-13 06:57:50.735354,0.00756491027455936
2024-11-13 07:27:50.735354,0.007541271084211344
2024-11-13 07:57:50.735354,0.0074552402566411755
2024-11-13 08:27:50.735354,0.007537667166036264
2024-11-13 08:57:50.735354,0.007523742656420108
2024-11-13 09:27:50.735354,0.007489359460422297
2024-11-13 09:57:50.735354,0.007542551630930383
2024-11-13 10:27:50.735354,0.007526539799116982
2024-11-13 10:57:50.735354,0.007601964509651692
2024-11-13 11:27:50.735354,0.007424279708746794
2024-11-13 11:57:50.735354,0.007394856821468415
2024-11-13 12:27:50.735354,0.007687868079157906
2024-11-13 12:57:50.735354,0.007459471681384585
2024-11-13 13:27:50.735354,0.0074003858807901515
2024-11-13 13:57:50.735354,0.007427752867717243
2024-11-13 14:27:50.735354,0.007432842853641824
2024-11-13 14:57:50.735354,0.007522365658689
2024-11-13 15:27:50.735354,0.0074986702863986095
2024-11-13 15:57:50.735354,0.0075077805402776945
2024-11-13 16:27:50.735354,0.0076869574784316575
2024-11-13 16:57:50.735354,0.00739707798725181
2024-11-13 17:27:50.735354,0.007527701161892345
2024-11-13 17:57:50.735354,0.007500399508983162
2024-11-13 18:27:50.735354,0.0075018694307036875
2024-11-13 18:57:50.735354,0.007290617842772755
2024-11-13 19:27:50.735354,0.007401406954197144
2024-11-13 19:57:50.735354,0.007499372612800855
2024-11-13 20:27:50.735354,0.007477284238106451
2024-11-13 20:57:50.735354,0.007527895047826666
2024-11-13 21:27:50.735354,0.00733923253807438
2024-11-13 21:57:50.735354,0.007523587020934935
2024-11-13 22:27:50.735354,0.007587354351400166
2024-11-13 22:57:50.735354,0.007529989247156542
2024-11-13 23:27:50.735354,0.007467974682909247
2024-11-13 23:57:50.735354,0.007442942415046237
2024-11-14 00:27:50.735354,0.007600241078490879
2024-11-14 00:57:50.735354,0.0076476689005061365
2024-11-14 01:27:50.735354,0.007450445873673293
2024-11-14 01:57:50.735354,0.007417537422317888
2024-11-14 02:27:50.735354,0.007421023980322426
2024-11-14 02:57:50.735354,0.007435570792483129
2024-11-14 03:27:50.735354,0.0073635349401206165
2024-11-14 03:57:50.735354,0.007617002039048977
2024-11-14 04:27:50.735354,0.007371286986413546
2024-11-14 04:57:50.735354,0.0076757600981794015
2024-11-14 05:27:50.735354,0.007580624078649425
2024-11-14 05:57:50.735354,0.007561317980508275
2024-11-14 06:27:50.735354,0.007535739287362202
2024-11-14 06:57:50.735354,0.007494312620348442
2024-11-14 07:27:50.735354,0.00732613887294329
2024-11-14 07:57:50.735354,0.00746558963671919
2024-11-14 08:27:50.735354,0.007445957735761073
2024-11-14 08:57:50.735354,0.007441512055620082
2024-11-14 09:27:50.735354,0.007503844871371458
2024-11-14 09:57:50.735354,0.007518747965203677
2024-11-14 10:27:50.735354,0.007476237180013422
2024-11-14 10:57:50.735354,0.007499139450147903
2024-11-14 11:27:50.735354,0.007282281359137365
2024-11-14 11:57:50.735354,0.007523930680644643
2024-11-14 12:27:50.735354,0.007554217314051157
2024-11-14 12:57:50.735354,0.007450358914467155
2024-11-14 13:27:50.735354,0.007449531246436935
2024-11-14 13:57:50.735354,0.007582183080988866
2024-11-14 14:27:50.735354,0.00750650566945189
2024-11-14 14:57:50.735354,0.007218696851609044
2024-11-14 15:27:50.735354,0.007630179797287275
2024-11-14 15:57:50.735354,0.007458093426441992
2024-11-14 16:27:50.735354,0.007519541468421413
2024-11-14 16:57:50.735354,0.007589537657686156
2024-11-14 17:27:50.735354,0.007538297324580558
2024-11-14 17:57:50.735354,0.0077245564921084656
2024-11-14 18:27:50.735354,0.007496050203342917
2024-11-14 18:57:50.735354,0.007543884982842088
2024-11-14 19:27:50.735354,0.0073830820142354
2024-11-14 19:57:50.735354,0.007388680641124079
2024-11-14 20:27:50.735354,0.007414818459434956
2024-11-14 20:57:50.735354,0.007407898722786774
2024-11-14 21:27:50.735354,0.0074680880363521855
2024-11-14 21:57:50.735354,0.007352628219533439
2024-11-14 22:27:50.735354,0.007539017449718301
2024-11-14 22:57:50.735354,0.00743109487640174
2024-11-14 23:27:50.735354,0.007422645792098412
2024-11-14 23:57:50.735354,0.0072830307310858995
2024-11-15 00:27:50.735354,0.0074582455561505575
2024-11-15 00:57:50.735354,0.007484313646942109
2024-11-15 01:27:50.735354,0.007609313151038514
2024-11-15 01:57:50.735354,0.007458310419760443
2024-11-15 02:27:50.735354,0.007509045968372741
2024-11-15 02:57:50.735354,0.0076047115595948775
2024-11-15 03:27:50.735354,0.007508177289342998
2024-11-15 03:57:50.735354,0.007469835744011765
2024-11-15 04:27:50.735354,0.0075677718046371625
2024-11-15 04:57:50.735354,0.007458429859330404
2024-11-15 05:27:50.735354,0.007648344004059525
2024-11-15 05:57:50.735354,0.007467046126028147
2024-11-15 06:27:50.735354,0.007590210252884893
2024-11-15 06:57:50.735354,0.007540902438489122
2024-11-15 07:27:50.735354,0.007496896618298707
2024-11-15 07:57:50.735354,0.007700191085236596
